"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2025-06-05","95.3","-1.47","4.99","Woo, Bryan",668939,693433,"field_out","hit_into_play",,,,,2,"Adley Rutschman flies out sharply to center fielder Julio Rodríguez. Maverick Handley to 3rd.","R","L","R","SEA","BAL","X",8,"fly_ball",3,2,2025,"-0.81","1.41","-0.24","3.04",,668974,,1,3,"Top",110.62,46.13,,,,,5.0895748749114595,-138.6820396206283,-2.6699407799414465,-11.561916585157352,31.958711423266976,-13.599658622932411,"3.44","1.58",380,"105.3",23,"95.9",2310,"6.7",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.8",0.874,1.537,"0",1,0,0,6,20,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",223,"0.034","-0.277","71.2","6.4",2.857,"0.277","105.3",0,0,"0.478","0.522",25,27,25,27,2,1,6,1,6,1,"1.1","0.81","-0.81","26.3",11.019589722517637,3.616903833209794,31.750420939978618,39.132306047329934,22.35355804752664
"ST","2025-06-05","83.8","-1.6","4.94","Woo, Bryan",668939,693433,,"ball",,,,,7,"Adley Rutschman flies out sharply to center fielder Julio Rodríguez. Maverick Handley to 3rd.","R","L","R","SEA","BAL","B",,,2,2,2025,"1.09","0.06","-0.82","1.47",,668974,,1,3,"Top",,,,,,,-0.3661898481927017,-122.06361971145668,-1.6771669576703492,10.943807068627587,26.36991124465782,-31.480265874501914,"3.32","1.59",,,,"83.9",2532,"6.5",777628,663728,642133,702284,670156,641487,668227,677594,665750,"54.01",,,,,,,,20,5,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",71,"0","0.074",,,,"-0.074",,0,0,"0.478","0.522",25,27,25,27,2,1,6,1,6,1,"3.21","-1.09","1.09","24.7",,,,,
"ST","2025-06-05","84.4","-1.71","4.8","Woo, Bryan",668939,693433,,"ball",,,,,13,"Adley Rutschman flies out sharply to center fielder Julio Rodríguez. Maverick Handley to 3rd.","R","L","R","SEA","BAL","B",,,1,2,2025,"0.53","0.19","-2.34","1.86",,,668974,1,3,"Top",,,,,,,-2.5243629531092466,-123.00064712512005,-0.9141876786594421,5.91079108502118,23.369151508771495,-30.23456182563932,"3.47","1.62",,,,"85.2",2442,"6.6",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.89",,,,,,,,20,4,"Sweeper",0,0,0,0,0,0,0,0,"Infield shade","Standard",73,"-0.019","0.048",,,,"-0.048","88.0",0,0,"0.497","0.503",25,27,25,27,2,1,6,1,6,1,"2.99","-0.53","0.53","28.1",,,,,
"SL","2025-06-05","89.4","-1.54","4.85","Woo, Bryan",668939,693433,,"ball",,,,,13,"Adley Rutschman flies out sharply to center fielder Julio Rodríguez. Maverick Handley to 3rd.","R","L","R","SEA","BAL","B",,,0,2,2025,"0.27","0.38","-0.56","1.18",,,668974,1,3,"Top",,,,,,,1.8601283226127454,-130.40469580133868,-3.9755189931423804,2.7369597001826205,22.99523615240686,-27.296776191881516,"3.53","1.67",,,,"90.9",2247,"6.7",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.81",,,,,,,,20,3,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",186,"0","0.022",,,,"-0.022",,0,0,"0.497","0.503",25,27,25,27,2,1,6,1,6,1,"2.42","-0.27","0.27","24.5",,,,,
"FF","2025-06-05","95.7","-1.6","4.95","Woo, Bryan",668939,693433,,"foul",,,,,5,"Adley Rutschman flies out sharply to center fielder Julio Rodríguez. Maverick Handley to 3rd.","R","L","R","SEA","BAL","S",,,0,1,2025,"-1.03","1.16","-0.05","2.49",,,668974,1,3,"Top",,,,,,,6.424990124186217,-139.1789902119697,-3.5147668009662247,-14.803047150036832,31.397814052479507,-16.510352730105755,"3.44","1.58",123,"79.9",8,"96",2356,"6.5",777628,663728,642133,702284,670156,641487,668227,677594,665750,"54.02",,,,,,,,20,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",229,"0","-0.052","74.5","6.4",,"0.052","88.0",0,0,"0.497","0.503",25,27,25,27,2,1,6,1,6,1,"1.33","1.03","-1.03","23.9",0.4734386664176308,8.207049787787435,36.54674301785623,36.491826160946445,18.212777771110506
"FF","2025-06-05","95.6","-1.66","4.97","Woo, Bryan",668939,693433,,"called_strike",,,,,7,"Adley Rutschman flies out sharply to center fielder Julio Rodríguez. Maverick Handley to 3rd.","R","L","R","SEA","BAL","S",,,0,0,2025,"-0.95","0.91","-0.7","2.14",,,668974,1,3,"Top",,,,,,,4.710400845685884,-139.24251133780103,-3.96393660680617,-13.43721021617449,28.497436700407032,-19.653449190456264,"3.55","1.67",,,,"96.6",2301,"6.6",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.91",,,,,,,,20,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",223,"0","-0.04",,,,"0.04",,0,0,"0.497","0.503",25,27,25,27,2,1,6,1,6,1,"1.56","0.95","-0.95","24.6",,,,,
"CH","2025-06-05","89.8","-1.41","4.94","Woo, Bryan",702616,693433,"field_out","hit_into_play",,,,,8,"Jackson Holliday lines out to shortstop J.P. Crawford.","R","L","R","SEA","BAL","X",6,"line_drive",0,1,2025,"-1.18","0.47","0.11","1.5",,,668974,0,3,"Top",122.37,141.71,,,,,6.296889737933755,-130.75801209217815,-3.630118567972551,-14.771727436065422,23.012526365702914,-26.28258693815608,"3.45","1.6",149,"92.4",8,"91",1599,"6.6",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.88",0.549,0.511,"0",1,0,0,4,19,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",226,"0.037","-0.204","68.0","7.1",0.609,"0.204","92.4",0,0,"0.46","0.54",25,21,25,22,2,1,6,1,6,1,"2.32","1.18","-1.18","24.8",6.961785152389211,7.122562772221406,39.91484595616495,35.72198456085921,27.573595671507007
"SL","2025-06-05","89.1","-1.58","4.82","Woo, Bryan",702616,693433,,"foul_tip",,,,,8,"Jackson Holliday lines out to shortstop J.P. Crawford.","R","L","R","SEA","BAL","S",,,0,0,2025,"0.16","0.52","0.01","2",,,668974,0,3,"Top",,,,,,,3.6105120424797454,-129.87459516855958,-2.1131236615578546,1.213817659855562,23.498170914589235,-25.995287549223466,"3.45","1.6",,,,"90.3",2359,"6.6",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.85",,,,,,,,19,1,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",185,"0","-0.042","78.4","7.3",,"0.042",,0,0,"0.46","0.54",25,21,25,22,2,1,6,1,6,1,"2.31","-0.16","0.16","27.2",16.17805493661705,4.163411321770957,32.77643594165285,37.7742284042399,27.71681074838373
"SI","2025-06-05","96.2","-1.46","4.9","Woo, Bryan",668974,693433,"walk","ball",,,,,14,"Maverick Handley walks.","R","R","R","SEA","BAL","B",,,3,2,2025,"-1.42","0.44","1.05","1.13",,,,0,3,"Top",,,,,,,9.921840046453799,-139.75310380468756,-5.459324363116113,-20.761597298050216,28.269767708195438,-25.44439600163389,"3.2","1.52",,,,"97.1",1964,"6.7",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.83",,0.693481,"0.7",1,0,0,,18,7,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",200,"-0.04","0.371",,,,"-0.371",,0,0,"0.5","0.5",25,27,25,27,1,0,6,4,6,2,"2.02","1.42","1.42","21.6",,,,,
"FF","2025-06-05","95.7","-1.48","4.98","Woo, Bryan",668974,693433,,"foul",,,,,6,"Maverick Handley walks.","R","R","R","SEA","BAL","S",,,3,2,2025,"-0.91","1.28","0.5","2.34",,,,0,3,"Top",,,,,,,7.307535154555971,-139.2494602745947,-4.284720473685016,-13.452698208745693,29.656047306803618,-14.723931251291468,"3.25","1.44",,,,"96.3",2312,"6.5",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.98",,,,,,,,18,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",228,"0","0","72.6","6.8",,"0",,0,0,"0.5","0.5",25,27,25,27,1,0,6,4,6,2,"1.2","0.91","0.91","24.3",3.83003257831467,6.672791987266421,29.828089487457163,38.874903738061235,27.58782754698889
"FF","2025-06-05","95.9","-1.5","4.98","Woo, Bryan",668974,693433,,"ball",,,,,14,"Maverick Handley walks.","R","R","R","SEA","BAL","B",,,2,2,2025,"-0.98","1.27","1.26","2.19",,,,0,3,"Top",,,,,,,9.553084850174912,-139.34040942704868,-4.714379217317386,-14.756666451729489,28.42990653228605,-14.649563911403638,"3.26","1.54",,,,"96.7",2245,"6.6",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.89",,,,,,,,18,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",226,"0","0.107",,,,"-0.107",,0,0,"0.5","0.5",25,27,25,27,1,0,6,4,6,2,"1.19","0.98","0.98","24.3",,,,,
"SL","2025-06-05","90.6","-1.27","4.97","Woo, Bryan",668974,693433,,"ball",,,,,14,"Maverick Handley walks.","R","R","R","SEA","BAL","B",,,1,2,2025,"0.19","0.66","2.39","1",,,,0,3,"Top",,,,,,,8.79453640811015,-131.71266261314827,-5.42609928582595,0.38815305906266623,26.578324711599844,-23.506627287589666,"3.27","1.46",,,,"91.1",2242,"6.6",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.95",,,,,,,,18,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",196,"0","0.04",,,,"-0.04",,0,0,"0.5","0.5",25,27,25,27,1,0,6,4,6,2,"2.11","-0.19","-0.19","25.0",,,,,
"FF","2025-06-05","94.7","-1.27","4.99","Woo, Bryan",668974,693433,,"ball",,,,,12,"Maverick Handley walks.","R","R","R","SEA","BAL","B",,,0,2,2025,"-0.89","1.32","1.39","2.57",,,,0,3,"Top",,,,,,,8.958246169766841,-137.62909308927217,-3.60957473881094,-13.227229125068936,28.714248470180635,-14.741228368233141,"3.21","1.49",,,,"95.3",2123,"6.6",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.91",,,,,,,,18,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",217,"0","0.023",,,,"-0.023",,0,0,"0.5","0.5",25,27,25,27,1,0,6,4,6,2,"1.22","0.89","0.89","27.4",,,,,
"SI","2025-06-05","94.2","-1.38","4.93","Woo, Bryan",668974,693433,,"swinging_strike",,,,,2,"Maverick Handley walks.","R","R","R","SEA","BAL","S",,,0,1,2025,"-1.33","0.65","0.09","3.2",,,,0,3,"Top",,,,,,,6.815454034553207,-137.23446727650878,-0.2938763268152858,-18.314894005081428,26.493659888943483,-24.01364084484044,"3.25","1.44",,,,"95.2",2285,"6.5",777628,663728,642133,702284,670156,641487,668227,677594,665750,"54",,,,,,,,18,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",185,"0","-0.054","63.6","5.0",,"0.054",,0,0,"0.5","0.5",25,27,25,27,1,0,6,4,6,2,"1.89","1.33","1.33","25.0",-12.034022742605654,50.91703139870333,27.748829124260507,35.27081237255936,7.676817775991041
"FF","2025-06-05","95.1","-1.43","4.93","Woo, Bryan",668974,693433,,"called_strike",,,,,6,"Maverick Handley walks.","R","R","R","SEA","BAL","S",,,0,0,2025,"-0.95","1.46","0.7","2.46",,,,0,3,"Top",,,,,,,7.741145862226974,-138.23227089715598,-4.122618955361244,-13.871662846993111,30.214895087738757,-12.652751879872245,"3.19","1.51",,,,"95.3",2192,"6.4",777628,663728,642133,702284,670156,641487,668227,677594,665750,"54.08",,,,,,,,18,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",225,"0","-0.037",,,,"0.037",,0,0,"0.5","0.5",25,27,25,27,1,0,6,4,6,2,"1.06","0.95","0.95","25.8",,,,,
"FF","2025-06-05","95.4","-1.53","4.98","Woo, Bryan",622761,693433,"strikeout","swinging_strike",,,,,11,"Jorge Mateo strikes out swinging.","R","R","R","SEA","BAL","S",2,,1,2,2025,"-0.78","1.23","-0.36","4",,,,2,2,"Top",,,,,,,4.8575718078218255,-138.9047861389189,0.2787402544159813,-11.197275242351491,30.242405985914214,-16.53694159181795,"3.5","1.65",,,,"95.8",2190,"6.4",777628,663728,642133,702284,670156,641487,668227,677594,665750,"54.08",,0,"0",1,0,0,,12,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",214,"0.01","-0.18","67.5","5.6",,"0.18",,0,0,"0.54","0.46",25,30,25,30,1,0,6,4,6,1,"1.27","0.78","0.78","23.9",-10.660662637622258,36.61983439776794,15.246894715261433,33.69865382115982,15.001817935147944
"SL","2025-06-05","89.2","-1.51","4.89","Woo, Bryan",622761,693433,,"ball",,,,,14,"Jorge Mateo strikes out swinging.","R","R","R","SEA","BAL","B",,,0,2,2025,"0.15","0.33","1.14","1.21",,,,2,2,"Top",,,,,,,6.203635390714693,-129.75676923713354,-3.7593869701558082,0.49891163946690853,25.804935505834557,-27.90355304523921,"3.6","1.69",,,,"89.7",2231,"6.5",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.97",,,,,,,,12,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",159,"0","0.023",,,,"-0.023",,0,0,"0.54","0.46",25,30,25,30,1,0,6,4,6,1,"2.53","-0.15","-0.15","26.5",,,,,
"FF","2025-06-05","95.9","-1.5","4.95","Woo, Bryan",622761,693433,,"called_strike",,,,,3,"Jorge Mateo strikes out swinging.","R","R","R","SEA","BAL","S",,,0,1,2025,"-0.67","1.09","0.35","3.34",,,,2,2,"Top",,,,,,,6.452482058794469,-139.60393125211542,-1.1312575982604594,-10.199090495429846,29.658037937776854,-17.856233293596492,"3.69","1.72",,,,"96.7",2331,"6.6",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.91",,,,,,,,12,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",220,"0","-0.058",,,,"0.058",,0,0,"0.54","0.46",25,30,25,30,1,0,6,4,6,1,"1.38","0.67","0.67","24.1",,,,,
"FF","2025-06-05","95.8","-1.5","4.98","Woo, Bryan",622761,693433,,"swinging_strike",,,,,4,"Jorge Mateo strikes out swinging.","R","R","R","SEA","BAL","S",,,0,0,2025,"-0.71","1.38","-0.65","2.44",,,,2,2,"Top",,,,,,,3.863676629467615,-139.42238209713406,-4.20187294486442,-10.201455494116757,33.11415406632493,-13.493163581139928,"3.5","1.65",,,,"95.9",2212,"6.5",777628,663728,642133,702284,670156,641487,668227,677594,665750,"54.02",,,,,,,,12,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",224,"0","-0.041","75.4","7.2",,"0.041",,0,0,"0.54","0.46",25,30,25,30,1,0,6,4,6,1,"1.12","0.71","0.71","23.4",0.07617408573597381,4.126908930250084,40.00668859842397,30.091481971673147,25.458023823875536
"FF","2025-06-05","96.2","-1.45","4.96","Woo, Bryan",656896,693433,"field_out","hit_into_play",,,,,5,"Emmanuel Rivera grounds out, second baseman Cole Young to first baseman Rowdy Tellez.","R","R","R","SEA","BAL","X",4,"ground_ball",0,2,2025,"-0.78","1.19","0.21","2.78",,,,1,2,"Top",149,145,,,,,6.205752234171385,-140.04198947894824,-2.9516556796952025,-11.680355001267094,29.537358496940993,-15.994784693296149,"3.38","1.64",11,"98.1",-14,"96.9",2218,"6.5",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.96",0.206,0.18,"0",1,0,0,2,11,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",228,"0.017","-0.162","63.4","5.7",0.213,"0.162","98.1",0,0,"0.523","0.477",25,29,25,29,1,0,6,1,6,3,"1.26","0.78","0.78","24.4",-6.585474267513144,21.88340204926831,28.648002216161768,35.21806064419326,13.599992708914279
"SL","2025-06-05","90.1","-1.48","4.98","Woo, Bryan",656896,693433,,"swinging_strike",,,,,9,"Emmanuel Rivera grounds out, second baseman Cole Young to first baseman Rowdy Tellez.","R","R","R","SEA","BAL","S",,,0,1,2025,"-0.1","0.34","0.54","1.76",,,,1,2,"Top",,,,,,,5.219716896490966,-131.12454795771788,-2.751175936550651,-2.2284237511281457,27.947381811892996,-27.86271747547986,"3.38","1.64",,,,"90.3",2306,"6.4",777628,663728,642133,702284,670156,641487,668227,677594,665750,"54.07",,,,,,,,11,2,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",170,"0","-0.057","70.9","7.7",,"0.057",,0,0,"0.523","0.477",25,29,25,29,1,0,6,1,6,3,"2.47","0.1","0.1","24.6",12.543617306920956,-17.334853215059105,28.594921102297302,42.052434128577865,41.13190371498533
"SI","2025-06-05","95.6","-1.47","4.9","Woo, Bryan",656896,693433,,"called_strike",,,,,5,"Emmanuel Rivera grounds out, second baseman Cole Young to first baseman Rowdy Tellez.","R","R","R","SEA","BAL","S",,,0,0,2025,"-1.58","0.48","0.21","2.4",,,,1,2,"Top",,,,,,,8.066583995589326,-139.09538180939987,-2.073430720054156,-22.37570364947239,30.011777981231965,-25.647017350264445,"3.4","1.68",,,,"96.3",2333,"6.6",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.91",,,,,,,,11,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",227,"0","-0.037",,,,"0.037",,0,0,"0.523","0.477",25,29,25,29,1,0,6,1,6,3,"2","1.58","1.58","23.3",,,,,
"FF","2025-06-05","95.3","-1.54","4.89","Woo, Bryan",677008,693433,"field_out","hit_into_play",,,,,6,"Heston Kjerstad flies out to center fielder Julio Rodríguez.","R","L","R","SEA","BAL","X",8,"fly_ball",0,1,2025,"-0.84","1.1","0.54","2.47",,,,0,2,"Top",103.56,79.18,,,,,7.365792977070052,-138.63144709858102,-3.2297568857325887,-12.465754909152736,28.571939500922287,-17.441273171664164,"3.87","1.74",304,"86.8",32,"96",2214,"6.5",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.98",0.037,0.046,"0",1,0,0,3,10,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",221,"0.023","-0.217","67.4","7.1",0.07,"0.217","88.0",0,0,"0.5","0.5",25,26,25,26,1,0,6,1,6,1,"1.4","0.84","-0.84","24.0",11.622672285720544,-0.43170769519992946,45.810861876051696,31.93261387005262,27.05818896864315
"FF","2025-06-05","95.2","-1.62","4.95","Woo, Bryan",677008,693433,,"swinging_strike",,,,,4,"Heston Kjerstad flies out to center fielder Julio Rodríguez.","R","L","R","SEA","BAL","S",,,0,0,2025,"-0.65","1.22","-0.54","2.92",,,,0,2,"Top",,,,,,,4.283565711508336,-138.75492101776143,-2.5137586037178363,-9.324772277235013,28.174066075583987,-15.968178843929694,"3.87","1.74",,,,"95.8",2195,"6.4",777628,663728,642133,702284,670156,641487,668227,677594,665750,"54.14",,,,,,,,10,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",213,"0","-0.037","66.8","5.9",,"0.037",,0,0,"0.5","0.5",25,26,25,26,1,0,6,1,6,1,"1.27","0.65","-0.65","24.8",-6.052160854350653,33.974784944137184,35.78326763871862,44.65057129664908,13.160684245906175
"FF","2025-06-05","96.3","-1.74","4.86","Woo, Bryan",666185,693433,"strikeout","swinging_strike",,,,,1,"Dylan Carlson strikes out swinging.","R","L","R","SEA","BAL","S",2,,0,2,2025,"-0.67","1.27","-0.68","3.31",,668939,656811,2,1,"Top",,,,,,,4.359229183732184,-140.22425873209934,-1.4416864302845809,-9.837574668651646,29.459562017626332,-15.28454872224436,"3.61","1.64",,,,"97.2",2307,"6.6",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.87",,0,"0",1,0,0,,5,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",231,"0.042","-0.186","60.4","5.4",,"0.186",,0,0,"0.505","0.495",25,26,25,27,1,0,6,1,6,1,"1.18","0.67","-0.67","19.7",-9.18476117156774,44.086843885433076,34.04044218326848,40.36542872553091,0.8484106099282238
"FF","2025-06-05","95.9","-1.62","4.97","Woo, Bryan",666185,693433,,"swinging_strike",,,,,3,"Dylan Carlson strikes out swinging.","R","L","R","SEA","BAL","S",,,0,1,2025,"-0.6","1.31","0.72","3.54",,668939,656811,2,1,"Top",,,,,,,7.565163462261993,-139.5712990841483,-1.195214128510203,-9.44675655029394,28.680236746371296,-14.833715407144744,"3.61","1.64",,,,"96.7",2322,"6.6",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.93",,,,,,,,5,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",230,"0","-0.046","65.1","5.7",,"0.046",,0,0,"0.505","0.495",25,26,25,27,1,0,6,1,6,1,"1.15","0.6","-0.6","26.5",1.8226697695601506,12.884894865589365,34.76954825505652,24.637920487397697,16.139298934018925
"FF","2025-06-05","95.2","-1.84","4.97","Woo, Bryan",666185,693433,,"called_strike",,,,,4,"Dylan Carlson strikes out swinging.","R","L","R","SEA","BAL","S",,,0,0,2025,"-0.57","1.22","-0.45","2.88",,668939,656811,2,1,"Top",,,,,,,4.928255571084019,-138.68021533974604,-2.6591073342084437,-8.36405019183503,28.058561205699867,-15.957414338521062,"3.57","1.7",,,,"96.1",2293,"6.5",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.98",,,,,,,,5,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",218,"0","-0.048",,,,"0.048",,0,0,"0.505","0.495",25,26,25,27,1,0,6,1,6,1,"1.27","0.57","-0.57","26.5",,,,,
"SL","2025-06-05","88.7","-1.59","4.99","Woo, Bryan",656811,693433,"single","hit_into_play",,,,,5,"Ryan O'Hearn singles on a line drive to right fielder Leody Taveras. Adley Rutschman to 2nd.","R","L","R","SEA","BAL","X",9,"line_drive",2,1,2025,"0.16","0.45","0.08","2.82",,,668939,2,1,"Top",172.06,89.87,,,,,3.783816521730257,-129.2298897717495,-0.2583309580700004,1.0521902828152854,25.044720572674372,-27.276808741453486,"3.48","1.62",256,"93.7",17,"89.5",2243,"6.6",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.94",0.614,0.583,"0.9",1,1,0,4,4,4,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",212,"-0.02","0.321","76.6","7.1",0.776,"-0.321","93.7",0,0,"0.525","0.475",25,31,25,32,1,0,6,1,6,1,"2.43","-0.16","0.16","26.9",8.71841627441441,-2.727603589547731,31.739022484847695,36.25185084131484,30.52958010938687
"FF","2025-06-05","95.9","-1.49","5.14","Woo, Bryan",656811,693433,,"ball",,,,,11,"Ryan O'Hearn singles on a line drive to right fielder Leody Taveras. Adley Rutschman to 2nd.","R","L","R","SEA","BAL","B",,,1,1,2025,"-1","1.1","-0.14","4.02",,,668939,2,1,"Top",,,,,,,5.863975352028952,-139.609681514421,0.1804864907766608,-14.439725589745347,32.84874552260445,-18.135157058913038,"3.49","1.57",,,,"96.1",2210,"6.5",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.99",,,,,,,,4,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",222,"0","0.05",,,,"-0.05",,0,0,"0.525","0.475",25,31,25,32,1,0,6,1,6,1,"1.39","1","-1","29.2",,,,,
"FF","2025-06-05","95.4","-1.29","5.01","Woo, Bryan",656811,693433,,"ball",,,,,14,"Ryan O'Hearn singles on a line drive to right fielder Leody Taveras. Adley Rutschman to 2nd.","R","L","R","SEA","BAL","B",,,0,1,2025,"-0.89","1.27","1.22","2.3",,,668939,2,1,"Top",,,,,,,8.674902893057757,-138.62243410192386,-4.347079755971647,-13.544399838493069,33.181910480529396,-14.981781837541913,"3.42","1.63",,,,"95.8",2334,"6.8",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.75",,,,,,,,4,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",219,"0","0.032",,,,"-0.032",,0,0,"0.525","0.475",25,31,25,32,1,0,6,1,6,1,"1.25","0.89","-0.89","29.2",,,,,
"SL","2025-06-05","87.5","-1.56","5.02","Woo, Bryan",656811,693433,,"called_strike",,,,,5,"Ryan O'Hearn singles on a line drive to right fielder Leody Taveras. Adley Rutschman to 2nd.","R","L","R","SEA","BAL","S",,,0,0,2025,"0.11","0.36","-0.27","2.26",,,668939,2,1,"Top",,,,,,,2.9076307064783125,-127.49319576940911,-1.3370183161712264,0.6357283386801337,24.81866074095281,-28.129587171359226,"3.53","1.58",,,,"88",2241,"6.4",777628,663728,642133,702284,670156,641487,668227,677594,665750,"54.07",,,,,,,,4,1,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",215,"0","-0.047",,,,"0.047",,0,0,"0.525","0.475",25,31,25,32,1,0,6,1,6,1,"2.59","-0.11","0.11","26.4",,,,,
"FF","2025-06-05","94.8","-1.39","5.08","Woo, Bryan",683002,693433,"field_out","hit_into_play",,,,,2,"Gunnar Henderson pops out to third baseman Miles Mastrobuoni.","R","L","R","SEA","BAL","X",5,"popup",1,2,2025,"-0.64","1.25","0.09","3.77",,,668939,1,1,"Top",100,156,,,,,5.332943949837213,-138.00518253726278,-0.52496106251806,-9.375284749072971,31.302623898160384,-16.37275221461544,"3.69","1.76",134,"73",64,"95.3",2213,"6.6",777628,663728,642133,702284,670156,641487,668227,677594,665750,"53.89",0.001,0,"0",1,0,0,3,3,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",215,"0.028","-0.186","70.6","6.4",0.001,"0.186","88.0",0,0,"0.497","0.503",25,24,25,24,1,0,6,1,6,1,"1.29","0.64","-0.64","27.1",5.77553874663207,8.622218110425429,15.451351724411554,33.79900556996786,30.992809996160243
