"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SL","2025-05-18","88","-1.5","5.02","Woo, Bryan",701538,693433,,"ball",,,,,14,"Jackson Merrill called out on strikes.","R","L","R","SD","SEA","B",,,0,1,2025,"0.5","0.33","0.01","1.23",,,,2,1,"Bot",,,,,,,2.652353883006002,-128.0922736061899,-3.813489263375729,4.924000314367299,26.460276611845693,-27.928387644514313,"3.58","1.71",,,,"88.6",2242,"6.6",777868,641598,642133,660844,670156,641487,668227,677594,665750,"53.86",,,,,,,,7,2,"Slider",1,0,1,0,0,1,1,0,"Standard","Standard",175,"0","0.029",,,,"-0.029",,1,1,"0.617","0.617",25,22,25,22,1,0,5,1,6,2,"2.61","-0.5","0.5","28.3",,,,,
"FF","2025-05-18","94.4","-1.29","5.11","Woo, Bryan",701538,693433,,"foul",,,,,6,"Jackson Merrill called out on strikes.","R","L","R","SD","SEA","S",,,0,0,2025,"-0.65","1.39","0.69","2.89",,,,2,1,"Bot",,,,,,,6.636169548063421,-137.22275510617874,-3.1218070508679627,-9.80126682879811,33.79210932895147,-14.255059813229261,"3.5","1.59",148,"61",60,"94.2",2164,"6.5",777868,641598,642133,660844,670156,641487,668227,677594,665750,"54",,,,,,,,7,1,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",221,"0","-0.041","69.2","6.6",,"0.041","88.0",1,1,"0.617","0.617",25,22,25,22,1,0,5,1,6,2,"1.2","0.65","-0.65","26.6",1.345679792311588,3.264226947990786,40.2387818935664,27.983761021535535,22.870747281839858
"SI","2025-05-18","94.9","-1.36","5.03","Woo, Bryan",592518,693433,"grounded_into_double_play","hit_into_play",,,,,9,"Manny Machado grounds into a double play, shortstop J.P. Crawford to second baseman Leo Rivas to first baseman Rowdy Tellez. Luis Arraez out at 2nd. Manny Machado out at 1st.","R","R","R","SD","SEA","X",6,"ground_ball",0,0,2025,"-1.48","0.75","0.69","1.87",,,650333,0,1,"Bot",113.81,153.2,,,,,8.698420110552973,-137.89067589710533,-4.247831760755275,-20.79599791418482,32.53122721341704,-21.84614607696763,"3.64","1.65",6,"87.5",-18,"94.9",2403,"6.5",777868,641598,642133,660844,670156,641487,668227,677594,665750,"53.97",0.077,0.058,"0",1,0,0,2,6,1,"Sinker",1,0,1,0,0,1,1,0,"Standard","Standard",226,"-0.062","-0.352","77.6","8.1",0.087,"0.352","88.0",1,1,"0.679","0.679",25,32,25,33,1,0,5,1,6,2,"1.8","1.48","1.48","25.3",10.201241870334098,6.938937066322286,26.87780876668781,45.090124759992015,30.028045240882328
"CH","2025-05-18","88.5","-1.46","5.03","Woo, Bryan",650333,693433,"single","hit_into_play",,,,,13,"Luis Arraez singles on a ground ball to left fielder Randy Arozarena.","R","L","R","SD","SEA","X",7,"ground_ball",0,2,2025,"-0.88","0.37","-0.85","1.66",,,,0,1,"Bot",96.58,102.53,,,,,3.34742611837412,-128.91127263321212,-2.942191802926301,-10.494537375965274,27.127453980789124,-27.63060668458852,"3.37","1.54",119,"92.6",7,"89.2",1592,"6.7",777868,641598,642133,660844,670156,641487,668227,677594,665750,"53.83",0.554,0.519,"0.9",1,1,0,4,5,4,"Changeup",1,0,1,0,0,1,1,0,"Standard","Standard",228,"0.03","0.539","62.5","6.2",0.62,"-0.539","92.6",1,1,"0.649","0.649",25,28,25,28,1,0,5,1,6,2,"2.54","0.88","-0.88","26.6",0.9605308513134038,16.33558637055309,37.998421620838165,44.50234420407151,27.24476956766089
"FF","2025-05-18","94.3","-1.48","5.08","Woo, Bryan",650333,693433,,"foul",,,,,3,"Luis Arraez singles on a ground ball to left fielder Randy Arozarena.","R","L","R","SD","SEA","S",,,0,2,2025,"-0.71","1.11","0.53","2.89",,,,0,1,"Bot",,,,,,,6.832323640247913,-137.08836020279236,-2.3801777771058097,-10.572364838902434,34.788758858051644,-17.913962757700876,"3.37","1.54",228,"76.2",40,"93.8",1935,"6.4",777868,641598,642133,660844,670156,641487,668227,677594,665750,"54.1",,,,,,,,5,3,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",225,"0","0","57.9","4.7",,"0","88.0",1,1,"0.649","0.649",25,28,25,28,1,0,5,1,6,2,"1.49","0.71","-0.71","21.3",-10.112986565196422,-0.4843227620958066,40.06355295427453,26.39489552894662,30.31195399580638
"FF","2025-05-18","94.3","-1.55","5.05","Woo, Bryan",650333,693433,,"foul",,,,,4,"Luis Arraez singles on a ground ball to left fielder Randy Arozarena.","R","L","R","SD","SEA","S",,,0,1,2025,"-0.76","1.1","-0.38","2.55",,,,0,1,"Bot",,,,,,,4.756082519745131,-137.13466052502034,-3.2109037536933807,-10.622538318666738,33.30955350618567,-17.793148058283492,"3.37","1.54",142,"76",13,"94.3",2049,"6.5",777868,641598,642133,660844,670156,641487,668227,677594,665750,"53.96",,,,,,,,5,2,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",224,"0","-0.054","64.8","5.7",,"0.054","88.0",1,1,"0.649","0.649",25,28,25,28,1,0,5,1,6,2,"1.48","0.76","-0.76","22.6",-1.9512623986960802,8.886579508968472,37.32901834598082,38.766367057479215,25.60093440766053
"FF","2025-05-18","94.4","-1.35","5.13","Woo, Bryan",650333,693433,,"foul",,,,,6,"Luis Arraez singles on a ground ball to left fielder Randy Arozarena.","R","L","R","SD","SEA","S",,,0,0,2025,"-0.61","1.41","0.47","2.59",,,,0,1,"Bot",,,,,,,6.123715404805802,-137.23736594547978,-3.979246696224739,-9.14425693798767,35.30072421051543,-13.766833349846934,"3.37","1.54",186,"68.5",39,"94.2",2154,"6.6",777868,641598,642133,660844,670156,641487,668227,677594,665750,"53.89",,,,,,,,5,1,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",221,"0","-0.037","58.5","5.2",,"0.037","88.0",1,1,"0.649","0.649",25,28,25,28,1,0,5,1,6,2,"1.19","0.61","-0.61","27.4",-1.6256463771463223,6.095339663117431,39.99315329176972,28.865815021539852,26.4011103661817
"ST","2025-05-18","83.2","-1.34","5.06","Woo, Bryan",665487,693433,"home_run","hit_into_play",,,,,9,"Fernando Tatis Jr. homers (12) on a fly ball to left center field.","R","R","R","SD","SEA","X",,"fly_ball",0,2,2025,"1.2","0.44","0.61","2.43",,,,0,1,"Bot",72.11,47.13,,,,,2.1474551377551463,-121.21179850259149,-0.43225576050271364,11.332461849539921,24.561452594076673,-27.95887653109753,"3.82","1.8",398,"103.4",25,"83.5",2398,"6.5",777868,641598,642133,660844,670156,641487,668227,677594,665750,"54",0.823,1.46,"2",1,0,3,6,4,3,"Sweeper",0,0,0,0,0,1,1,0,"Standard","Standard",69,"0.102","1.205","72.9","7.8",2.741,"-1.205","103.4",0,0,"0.547","0.547",25,26,25,26,1,0,5,1,6,2,"2.85","-1.2","-1.2","25.7",15.77995803566536,-9.525610637137778,24.294981158112286,42.56807090368225,38.63995038625205
"SI","2025-05-18","94.6","-1.31","5.09","Woo, Bryan",665487,693433,,"foul",,,,,7,"Fernando Tatis Jr. homers (12) on a fly ball to left center field.","R","R","R","SD","SEA","S",,,0,1,2025,"-1.31","0.74","-0.48","2.39",,,,0,1,"Bot",,,,,,,5.091321372765183,-137.63851588281972,-2.986873930612141,-17.79328569341207,32.3082685140619,-22.32798708722951,"3.82","1.8",,,,"94.6",2253,"6.4",777868,641598,642133,660844,670156,641487,668227,677594,665750,"54.09",,,,,,,,4,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",217,"0","-0.054","77.9","7.0",,"0.054",,0,0,"0.547","0.547",25,26,25,26,1,0,5,1,6,2,"1.82","1.31","1.31","27.5",0.1421279554180266,6.621579115055909,34.39225992183788,29.512346184844475,27.595315791489078
"SI","2025-05-18","94.9","-1.29","5.07","Woo, Bryan",665487,693433,,"called_strike",,,,,7,"Fernando Tatis Jr. homers (12) on a fly ball to left center field.","R","R","R","SD","SEA","S",,,0,0,2025,"-1.56","0.49","-0.37","1.92",,,,0,1,"Bot",,,,,,,5.931376947228408,-137.9540488892239,-3.6179014244801904,-21.270887341428665,33.01553615556324,-25.245935960739597,"3.88","1.73",,,,"94.9",2177,"6.5",777868,641598,642133,660844,670156,641487,668227,677594,665750,"54.01",,,,,,,,4,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",223,"0","-0.037",,,,"0.037",,0,0,"0.547","0.547",25,26,25,26,1,0,5,1,6,2,"2.06","1.56","1.56","29.7",,,,,
"CH","2025-05-13","90.5","-1.42","4.96","Woo, Bryan",669224,693433,"double","hit_into_play",,,,,14,"Austin Wells doubles (7) on a ground ball to right fielder Leody Taveras.","R","L","R","SEA","NYY","X",9,"ground_ball",1,2,2025,"-0.98","0.48","0.65","1.24",,,,1,7,"Top",217.41,118.12,,,,,7.319207257222332,-131.5200983377329,-4.390468246446711,-12.957233614125213,27.689385699290302,-25.853553071301025,"3.43","1.54",33,"99.6",0,"91",1810,"6.7",777926,663728,456781,664238,810938,641487,668227,677594,665750,"53.84",0.426,0.401,"1.25",1,1,1,4,46,4,"Changeup",1,0,0,1,0,1,0,1,"Infield shade","Standard",229,"-0.081","0.731","69.0","8.2",0.488,"-0.731","99.6",1,-1,"0.743","0.257",25,25,25,26,3,2,6,1,5,1,"2.31","0.98","-0.98","31.4",10.447501854329333,-18.109529603113362,45.605996540274745,25.67320229438653,31.58908704408664
"FF","2025-05-13","94.2","-1.56","5.16","Woo, Bryan",669224,693433,,"ball",,,,,11,"Austin Wells doubles (7) on a ground ball to right fielder Leody Taveras.","R","L","R","SEA","NYY","B",,,0,2,2025,"-0.61","1.37","-0.51","5.36",,,,1,7,"Top",,,,,,,4.104641297452451,-137.10318798020103,3.2211746169816626,-8.669871514439182,33.2163750435912,-16.079937708784474,"3.56","1.48",,,,"94.1",2186,"6.4",777926,663728,456781,664238,810938,641487,668227,677594,665750,"54.09",,,,,,,,46,3,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shade","Standard",222,"0","0.02",,,,"-0.02",,1,-1,"0.743","0.257",25,25,25,26,3,2,6,1,5,1,"1.22","0.61","-0.61","25.5",,,,,
"CH","2025-05-13","89","-1.53","4.98","Woo, Bryan",669224,693433,,"foul",,,,,11,"Austin Wells doubles (7) on a ground ball to right fielder Leody Taveras.","R","L","R","SEA","NYY","S",,,0,1,2025,"-1.11","0.34","-1","3.1",,,,1,7,"Top",,,,,,,3.655036056119604,-129.56268451853435,0.7214639463615382,-13.289245092328668,27.429619724597984,-28.681915621023943,"3.43","1.54",10,"76.5",-15,"89.5",1748,"6.6",777926,663728,456781,664238,810938,641487,668227,677594,665750,"53.89",,,,,,,,46,2,"Changeup",1,0,0,1,0,1,0,1,"Standard","Standard",237,"0","-0.057","56.4","6.2",,"0.057","88.0",1,-1,"0.743","0.257",25,25,25,26,3,2,6,1,5,1,"2.53","1.11","-1.11","25.4",-3.373847936409842,38.75194051527327,22.329070166228256,45.79287188651658,4.045223317736363
"ST","2025-05-13","83","-1.52","5.18","Woo, Bryan",669224,693433,,"called_strike",,,,,1,"Austin Wells doubles (7) on a ground ball to right fielder Leody Taveras.","R","L","R","SEA","NYY","S",,,0,0,2025,"0.93","0.37","-0.33","3.03",,,,1,7,"Top",,,,,,,0.9069592916279433,-120.9375825981837,0.7924120924485032,8.949056024561857,23.63086034009922,-28.8738695835035,"3.35","1.49",,,,"83.4",2441,"6.5",777926,663728,456781,664238,810938,641487,668227,677594,665750,"54.01",,,,,,,,46,1,"Sweeper",1,0,0,1,0,1,0,1,"Standard","Standard",52,"0","-0.037",,,,"0.037",,1,-1,"0.743","0.257",25,25,25,26,3,2,6,1,5,1,"2.93","-0.93","0.93","30.7",,,,,
"SI","2025-05-13","93.6","-1.32","5.09","Woo, Bryan",502671,693433,"field_out","hit_into_play",,,,,5,"Paul Goldschmidt flies out sharply to center fielder Julio Rodríguez.","R","R","R","SEA","NYY","X",8,"fly_ball",1,0,2025,"-1.45","0.54","-0.2","2.69",,,,0,7,"Top",135.42,96.62,,,,,6.100987256407893,-136.1906800003568,-1.6386457064276216,-19.408345331293123,30.944477443195684,-25.30905939432145,"3.51","1.57",258,"100.2",53,"93.6",2227,"6.4",777926,663728,456781,664238,810938,641487,668227,677594,665750,"54.1",0.009,0.009,"0",1,0,0,3,45,2,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",221,"0.043","-0.292","73.8","7.8",0.016,"0.292","100.2",1,-1,"0.7","0.3",25,37,25,38,3,2,6,1,5,1,"2.07","1.45","1.45","23.6",13.363437159814481,-4.409593128634716,31.084467459786474,42.653389223082385,25.169599480698704
"ST","2025-05-13","81.2","-1.54","5.17","Woo, Bryan",502671,693433,,"ball",,,,,12,"Paul Goldschmidt flies out sharply to center fielder Julio Rodríguez.","R","R","R","SEA","NYY","B",,,0,0,2025,"1.06","0.18","0.07","4.02",,,,0,7,"Top",,,,,,,1.589895825513393,-118.20704682411845,3.711420719815404,9.603833471378216,22.67029004969127,-31.41959993495953,"3.51","1.59",,,,"81.4",2337,"6.4",777926,663728,456781,664238,810938,641487,668227,677594,665750,"54.11",,,,,,,,45,1,"Sweeper",1,0,0,1,0,1,0,1,"Standard","Standard",71,"0","0.038",,,,"-0.038",,1,-1,"0.7","0.3",25,37,25,38,3,2,6,1,5,1,"3.28","-1.06","-1.06","29.6",,,,,
"FF","2025-05-13","95.9","-1.33","5.14","Woo, Bryan",641355,693433,"field_out","hit_into_play",,,,,8,"Cody Bellinger flies out to left fielder Randy Arozarena.","R","L","R","SEA","NYY","X",7,"fly_ball",2,0,2025,"-0.74","1.45","-0.26","2.45",,663757,592450,2,6,"Top",85.6,124.71,,,,,4.523896965743191,-139.5582529686349,-4.806382140620847,-10.728213758779535,32.784763274172555,-12.365217988073324,"3.86","1.82",259,"96.1",56,"96.2",2283,"6.6",777926,663728,456781,664238,810938,641487,668227,677594,665750,"53.92",0.014,0.016,"0",1,0,0,3,41,3,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",218,"0.071","-0.349","71.4","8.1",0.023,"0.349","96.1",1,-1,"0.675","0.325",25,29,25,30,3,2,6,1,5,1,"1.04","0.74","-0.74","24.6",15.006901045213072,-1.317158893610295,35.487302391756224,34.703968812776004,27.37218091246687
"FF","2025-05-13","95.3","-1.47","5.15","Woo, Bryan",641355,693433,,"ball",,,,,12,"Cody Bellinger flies out to left fielder Randy Arozarena.","R","L","R","SEA","NYY","B",,,1,0,2025,"-0.77","1.29","0.12","4.47",,663757,592450,2,6,"Top",,,,,,,5.927141687113144,-138.65350068577186,0.9801502582627136,-11.287256652880298,31.980705401058827,-16.017796303197265,"4","1.85",,,,"95.6",2257,"6.5",777926,663728,456781,664238,810938,641487,668227,677594,665750,"53.98",,,,,,,,41,2,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",226,"0","0.044",,,,"-0.044",,1,-1,"0.675","0.325",25,29,25,30,3,2,6,1,5,1,"1.23","0.77","-0.77","27.1",,,,,
"ST","2025-05-13","82.1","-1.64","5.13","Woo, Bryan",641355,693433,,"ball",,,,,11,"Cody Bellinger flies out to left fielder Randy Arozarena.","R","L","R","SEA","NYY","B",,,0,0,2025,"1.07","0.43","-2.14","3.34",,663757,592450,2,6,"Top",,,,,,,-3.2296771422547774,-119.5466155433232,1.6362020684989655,10.929050758848522,22.299131334356517,-28.53036418915827,"3.86","1.77",,,,"82.6",2351,"6.5",777926,663728,456781,664238,810938,641487,668227,677594,665750,"53.99",,,,,,,,41,1,"Sweeper",1,0,0,1,0,1,0,1,"Standard","Standard",65,"0","0.026",,,,"-0.026",,1,-1,"0.675","0.325",25,29,25,30,3,2,6,1,5,1,"2.94","-1.07","1.07","27.6",,,,,
"SI","2025-05-13","95.4","-1.33","5.05","Woo, Bryan",592450,693433,"single","hit_into_play",,,,,2,"Aaron Judge singles on a line drive to right fielder Leody Taveras. Trent Grisham to 2nd.","R","R","R","SEA","NYY","X",9,"line_drive",2,2,2025,"-1.29","0.38","-0.22","3.64",,,663757,2,6,"Top",178.39,110.92,,,,,5.829558391550734,-138.86650193136472,1.0360535843553973,-17.9568227592332,29.050714413381467,-27.677926079299425,"4","1.83",256,"94.5",17,"96",2345,"6.5",777926,663728,456781,664238,810938,641487,668227,677594,665750,"54.03",0.614,0.583,"0.9",1,1,0,4,40,5,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",218,"-0.033","0.394","78.2","6.3",0.776,"-0.394","94.5",1,-1,"0.708","0.292",25,33,25,33,3,2,6,1,5,1,"2.11","1.29","1.29","25.8",-0.10246930525471455,21.669705818409863,29.544793252378316,39.71132783982428,17.659126440952587
"ST","2025-05-13","85","-1.3","5.06","Woo, Bryan",592450,693433,,"ball",,,,,14,"Aaron Judge singles on a line drive to right fielder Leody Taveras. Trent Grisham to 2nd.","R","R","R","SEA","NYY","B",,,1,2,2025,"1.4","0.05","1.77","1.97",,,663757,2,6,"Top",,,,,,,4.3935409629446935,-123.73845107004385,-0.9985792403232056,13.418897750785352,25.48901317295454,-31.6446257326574,"4","1.84",,,,"85.2",2432,"6.4",777926,663728,456781,664238,810938,641487,668227,677594,665750,"54.06",,,,,,,,40,4,"Sweeper",1,0,0,1,0,1,0,1,"Standard","Standard",61,"0","0.038",,,,"-0.038",,1,-1,"0.708","0.292",25,33,25,33,3,2,6,1,5,1,"3.11","-1.4","-1.4","25.8",,,,,
"FF","2025-05-13","94","-1.32","5.36","Woo, Bryan",592450,693433,,"ball",,,,,11,"Aaron Judge singles on a line drive to right fielder Leody Taveras. Trent Grisham to 2nd.","R","R","R","SEA","NYY","B",,,0,2,2025,"-0.7","1.34","-0.42","4.61",,,663757,2,6,"Top",,,,,,,3.8713151211290024,-136.92310773645198,0.7746983231304685,-9.643044668532319,29.270960060077535,-15.663994571484054,"4.04","1.83",,,,"94.3",2198,"6.3",777926,663728,456781,664238,810938,641487,668227,677594,665750,"54.15",,,,,,,,40,3,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",219,"0","0.027",,,,"-0.027",,1,-1,"0.708","0.292",25,33,25,33,3,2,6,1,5,1,"1.23","0.7","0.7","29.3",,,,,
"FF","2025-05-13","95.3","-1.26","5.23","Woo, Bryan",592450,693433,,"foul",,,,,4,"Aaron Judge singles on a line drive to right fielder Leody Taveras. Trent Grisham to 2nd.","R","R","R","SEA","NYY","S",,,0,1,2025,"-0.74","1.44","-0.47","2.93",,,663757,2,6,"Top",,,,,,,3.7514019650416297,-138.80113881604416,-3.633469380235029,-10.36126655048717,31.38759453983724,-13.002290974195606,"4","1.83",113,"82.3",8,"95.6",2247,"6.4",777926,663728,456781,664238,810938,641487,668227,677594,665750,"54.08",,,,,,,,40,2,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shade","Standard",217,"0","-0.054","73.2","7.2",,"0.054","88.0",1,-1,"0.708","0.292",25,33,25,33,3,2,6,1,5,1,"1.07","0.74","0.74","28.8",2.444215345528983,8.142361872876151,43.29332812895806,36.18134157326271,17.632176493561385
"ST","2025-05-13","82.6","-1.45","5.09","Woo, Bryan",592450,693433,,"called_strike",,,,,8,"Aaron Judge singles on a line drive to right fielder Leody Taveras. Trent Grisham to 2nd.","R","R","R","SEA","NYY","S",,,0,0,2025,"0.93","0.29","-0.13","2.14",,,663757,2,6,"Top",,,,,,,1.1853969269373281,-120.36738263895347,-0.8297877477884668,8.87992327530185,22.872964514140087,-29.35995206149418,"4","1.9",,,,"83",2304,"6.4",777926,663728,456781,664238,810938,641487,668227,677594,665750,"54.1",,,,,,,,40,1,"Sweeper",1,0,0,1,0,1,0,1,"Infield shade","Standard",61,"0","-0.047",,,,"0.047",,1,-1,"0.708","0.292",25,33,25,33,3,2,6,1,5,1,"3.03","-0.93","-0.93","29.3",,,,,
"ST","2025-05-13","81.7","-1.51","5.1","Woo, Bryan",663757,693433,"single","hit_into_play",,,,,6,"Trent Grisham singles on a fly ball to second baseman Dylan Moore, deflected by right fielder Leody Taveras.","R","L","R","SEA","NYY","X",9,"fly_ball",0,0,2025,"1.28","0.2","0.73","2.5",,,,2,6,"Top",166.99,117.87,,,,,2.6018201602732764,-119.04397404166862,0.3086663039601176,11.720006607481057,22.023743696050513,-30.5414581043487,"3.58","1.63",229,"68.1",35,"82.4",2351,"6.6",777926,663728,456781,664238,810938,641487,668227,677594,665750,"53.89",0.817,0.744,"0.9",1,1,0,4,39,1,"Sweeper",1,0,0,1,0,1,0,1,"Standard","Standard",58,"-0.021","0.333","61.0","7.2",0.868,"-0.333","88.0",1,-1,"0.729","0.271",25,28,25,29,3,2,6,1,5,1,"3.2","-1.28","1.28","29.6",15.246242579314394,-0.8007781307711918,28.923578918852893,28.490231085940202,25.25477731073651
"FF","2025-05-13","95.8","-1.4","5.07","Woo, Bryan",678391,693433,"strikeout","foul_tip",,,,,2,"Jorbit Vivas strikes out on a foul tip.","R","L","R","SEA","NYY","S",2,,3,2,2025,"-0.87","1.36","0.06","3.5",,,,1,6,"Top",,,,,,,5.826654098691221,-139.50983828484868,-1.61114188387239,-12.708181789110705,31.275710427912518,-14.264348013897175,"3.41","1.57",,,,"96.1",2236,"6.4",777926,663728,456781,664238,810938,641487,668227,677594,665750,"54.1",,0,"0",1,0,0,,38,9,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shade","Standard",221,"0.026","-0.332","68.1","7.1",,"0.332",,1,-1,"0.703","0.297",25,24,25,24,2,1,6,2,5,1,"1.12","0.87","-0.87","24.3",6.942765534859794,10.862092163383545,23.723753626820148,34.207154834438064,19.749642308519118
"FF","2025-05-13","95.5","-1.41","5.05","Woo, Bryan",678391,693433,,"foul",,,,,3,"Jorbit Vivas strikes out on a foul tip.","R","L","R","SEA","NYY","S",,,3,2,2025,"-0.69","1.23","0.34","3.37",,,,1,6,"Top",,,,,,,6.174884800124641,-138.90642841885773,-1.5552554705049078,-10.393957307159129,32.11700726086817,-16.09490109992132,"3.41","1.57",136,"76.8",11,"95.5",2357,"6.4",777926,663728,456781,664238,810938,641487,668227,677594,665750,"54.12",,,,,,,,38,8,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shade","Standard",222,"0","0","68.0","7.2",,"0","88.0",1,-1,"0.703","0.297",25,24,25,24,2,1,6,2,5,1,"1.27","0.69","-0.69","25.5",3.3110253867490504,7.254710351353847,26.422612979993957,30.764315564495938,21.50119399959355
"SI","2025-05-13","95.2","-1.03","5.25","Woo, Bryan",678391,693433,,"ball",,,,,12,"Jorbit Vivas strikes out on a foul tip.","R","L","R","SEA","NYY","B",,,2,2,2025,"-1.43","0.67","0.96","3.99",,,,1,6,"Top",,,,,,,8.45740612635753,-138.38799671659243,0.8755249189905241,-20.26737647224792,31.193574524461326,-23.992826830202993,"3.41","1.64",,,,"95.5",2294,"6.5",777926,663728,456781,664238,810938,641487,668227,677594,665750,"53.97",,,,,,,,38,7,"Sinker",1,0,0,1,0,1,0,1,"Infield shade","Standard",218,"0","0.108",,,,"-0.108",,1,-1,"0.703","0.297",25,24,25,24,2,1,6,2,5,1,"1.85","1.43","-1.43","30.5",,,,,
"FF","2025-05-13","94.9","-1.53","5.03","Woo, Bryan",678391,693433,,"foul",,,,,11,"Jorbit Vivas strikes out on a foul tip.","R","L","R","SEA","NYY","S",,,2,2,2025,"-0.93","1.09","-0.01","3.55",,,,1,6,"Top",,,,,,,6.0713494890080755,-138.06568398262954,-0.6303147677510831,-13.259935400659606,31.995172878668946,-18.332351019996153,"3.41","1.57",153,"79.5",12,"95",2269,"6.4",777926,663728,456781,664238,810938,641487,668227,677594,665750,"54.07",,,,,,,,38,6,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shade","Standard",218,"0","0","64.4","5.8",,"0","88.0",1,-1,"0.703","0.297",25,24,25,24,2,1,6,2,5,1,"1.45","0.93","-0.93","24.4",-13.518407537805572,37.6600113162767,26.624000968240814,35.04058270169958,7.33912412983342
"FF","2025-05-13","94.9","-1.4","5.09","Woo, Bryan",678391,693433,,"foul",,,,,2,"Jorbit Vivas strikes out on a foul tip.","R","L","R","SEA","NYY","S",,,2,2,2025,"-0.66","1.1","0.04","3.11",,,,1,6,"Top",,,,,,,5.25439335274265,-138.092501454924,-1.94287807383227,-9.686244641955135,32.748901572828494,-17.886064953091363,"3.41","1.57",165,"62",41,"94.9",2121,"6.4",777926,663728,456781,664238,810938,641487,668227,677594,665750,"54.09",,,,,,,,38,5,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shade","Standard",226,"0","0","64.9","6.6",,"0","88.0",1,-1,"0.703","0.297",25,24,25,24,2,1,6,2,5,1,"1.44","0.66","-0.66","22.2",-8.97197322235227,21.646949283248887,28.74923642219763,34.90531980049063,14.145860988004397
"FF","2025-05-13","94.8","-1.3","5.31","Woo, Bryan",678391,693433,,"ball",,,,,11,"Jorbit Vivas strikes out on a foul tip.","R","L","R","SEA","NYY","B",,,1,2,2025,"-0.47","1.25","-0.87","4.34",,,,1,6,"Top",,,,,,,2.170379401210235,-138.10750076797126,0.3763431484255723,-6.545935512331352,32.58996398971443,-16.600975644326873,"3.5","1.65",,,,"94.7",2157,"6.3",777926,663728,456781,664238,810938,641487,668227,677594,665750,"54.21",,,,,,,,38,4,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shade","Standard",220,"0","0.043",,,,"-0.043",,1,-1,"0.703","0.297",25,24,25,24,2,1,6,2,5,1,"1.3","0.47","-0.47","30.2",,,,,
